sp_Object,sp_Property,sp_Reference,sp_Type,sp_Format,sp_Nullable,sp_Reqd,sp_Enum,sp_Props
"""Update_Profile_Model""","""postcode""","""""",String,"""""",1,[],[],fromList []
"""Update_Profile_Model""","""phone""","""""",String,"""""",1,[],[],fromList []
"""Update_Profile_Model""","""street""","""""",String,"""""",1,[],[],fromList []
"""Update_Profile_Model""","""email""","""""",String,"""""",1,[],[],fromList []
"""Update_Profile_Model""","""state_id""","""""",String,"""uuid""",0,[],[],fromList []
"""ErrorAnswerInfo""","""date""","""""",String,"""date-time""",0,[],[],fromList []
"""ErrorAnswerInfo""","""error_info""","""""",String,"""""",1,[],[],fromList []
"""ErrorAnswerInfo""","""category""","""""",String,"""""",1,[],[],fromList []
"""TryToMatchDTO""","""fund_File_Item_Ids""","""""",Array,"""""",1,[],[],fromList []
"""TryToMatchDTO""","""claim_Item_Result_Ids""","""""",Array,"""""",1,[],[],fromList []
"""Claim_Upload_Result_Model""","""claim_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Claim_Upload_Result_Model""","""temp_file_id""","""""",String,"""""",1,[],[],fromList []
"""Claim_Upload_Result_Model""","""file_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""client_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""request_by_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""request_by""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""is_enabled""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""request_type""","""ClientRequestUserType""",Null,"""""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""valid_months""","""""",Integer,"""int32""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""is_limit""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""limit_amount""","""""",Number,"""double""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""request_by_time""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""request_by_name""","""""",String,"""""",1,[],[],fromList []
"""Client_Standing_Authority_Add_Model""","""notes""","""""",String,"""""",1,[],[],fromList []
"""ProxyLoginStaffModel""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""ProxyLoginStaffModel""","""vendor_id""","""""",String,"""uuid""",1,[],[],fromList []
"""ProxyLoginStaffModel""","""staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""ProxyLoginStaffModel""","""sc_id""","""""",String,"""uuid""",1,[],[],fromList []
"""AssignTagToClientDTO""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""AssignTagToClientDTO""","""clientIds""","""""",Array,"""""",1,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Details_Model""","""status""","""UserStatusType""",Null,"""""",0,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Details_Model""","""username""","""""",String,"""""",1,[],[],fromList []
"""SupportCoordinator_User_Update_Account_Details_Model""","""support_coordinator_id""","""""",String,"""uuid""",0,[],[],fromList []
"""StaffRole_Permissions""","""features""","""""",Array,"""""",1,[],[],fromList []
"""Bcc_Receipt""","""email""","""""",String,"""""",1,[],[],fromList []
"""Support_Area_Item""","""support_area_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Support_Area_Item""","""amount""","""""",Number,"""double""",0,[],[],fromList []
"""Support_Area_Item""","""management_type""","""ClientPlanManagementType""",Null,"""""",0,[],[],fromList []
"""QueryHighRiskModel""","""ndiS_Support_Item_Ids""","""""",Array,"""""",1,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""support_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""support_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""ndis_support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""unit_price""","""""",Number,"""double""",0,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""gst""","""""",Boolean,"""""",0,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Client_InvoiceItem_Add_Model""","""quantity""","""""",Number,"""double""",0,[],[],fromList []
"""EmailTemplate_Update_Model""","""help_text""","""""",String,"""""",1,[],[],fromList []
"""EmailTemplate_Update_Model""","""parameters""","""""",String,"""""",1,[],[],fromList []
"""EmailTemplate_Update_Model""","""email_template_type""","""EmailTemplateType""",Null,"""""",0,[],[],fromList []
"""EmailTemplate_Update_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""EmailTemplate_Update_Model""","""email_content""","""""",String,"""""",1,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""parameters""","""""",String,"""""",1,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""is_Auth_Only""","""""",Boolean,"""""",0,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""template_Type""","""""",Array,"""""",1,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""is_Login_Email""","""""",Boolean,"""""",0,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""template_Name""","""""",String,"""""",1,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""CommEmailTemplate_Update_Model""","""email_Content""","""""",String,"""""",1,[],[],fromList []
"""UpdateItemModel""","""support_item_id""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateItemModel""","""support_end_date""","""""",String,"""date-time""",0,[],[],fromList []
"""UpdateItemModel""","""invoiceItemId""","""""",String,"""uuid""",0,[],[],fromList []
"""UpdateItemModel""","""support_start_date""","""""",String,"""date-time""",0,[],[],fromList []
"""UpdateItemModel""","""invoice_Type""","""InvoiceTypeEnum""",Null,"""""",0,[],[],fromList []
"""UpdateItemModel""","""clientId""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Authorise_Record_Model""","""date_and_time_authorised""","""""",String,"""date-time""",1,[],[],fromList []
"""Staff_Update_Authorise_Record_Model""","""authorisation_status""","""InvoiceAuthorisationStatusType""",Null,"""""",0,[],[],fromList []
"""Staff_Update_Authorise_Record_Model""","""invoice_id""","""""",String,"""uuid""",0,[],[],fromList []
"""Staff_Update_Authorise_Record_Model""","""authorised_by""","""""",String,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""bcc_Recipients""","""""",Array,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""clientApplicationId""","""""",String,"""uuid""",1,[],[],fromList []
"""ForwardCommEmailModel""","""cC_Recipients""","""""",Array,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""invoiceId""","""""",String,"""uuid""",1,[],[],fromList []
"""ForwardCommEmailModel""","""vendorId""","""""",String,"""uuid""",1,[],[],fromList []
"""ForwardCommEmailModel""","""coordinatorId""","""""",String,"""uuid""",1,[],[],fromList []
"""ForwardCommEmailModel""","""emailTemplateId""","""""",String,"""uuid""",1,[],[],fromList []
"""ForwardCommEmailModel""","""recipients""","""""",Array,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""attachments""","""""",Array,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""clientId""","""""",String,"""uuid""",1,[],[],fromList []
"""ForwardCommEmailModel""","""subject""","""""",String,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""email_Content""","""""",String,"""""",1,[],[],fromList []
"""ForwardCommEmailModel""","""commEmailTemplateId""","""""",String,"""uuid""",1,[],[],fromList []
"""Other_Fund_Item""","""fund_amount""","""""",Number,"""double""",0,[],[],fromList []
"""Other_Fund_Item""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""Other_Fund_Item""","""fund_date""","""""",String,"""date-time""",0,[],[],fromList []
"""Other_Fund_Item""","""fund_type""","""FundTypeEnum""",Null,"""""",0,[],[],fromList []
"""Other_Fund_Item""","""description""","""""",String,"""""",1,[],[],fromList []
"""SystemSupportLimitation_Update_Item""","""spend_limit""","""""",Number,"""double""",1,[],[],fromList []
"""SystemSupportLimitation_Update_Item""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""SystemSupportLimitation_Update_Item""","""limit_type""","""ClientPlanSupportItemLimitType""",Null,"""""",0,[],[],fromList []
"""EmailMulitUpdateTagModel""","""tagList""","""""",Array,"""""",1,[],[],fromList []
"""EmailMulitUpdateTagModel""","""emailIdList""","""""",Array,"""""",1,[],[],fromList []
"""EmailMulitUpdateTagModel""","""isAllEmail""","""""",Boolean,"""""",0,[],[],fromList []
"""EmailMulitUpdateTagModel""","""isRemove""","""""",Boolean,"""""",0,[],[],fromList []
"""SmsTemplate_Update_Model""","""smS_Content""","""""",String,"""""",1,[],[],fromList []
"""SmsTemplate_Update_Model""","""id""","""""",String,"""uuid""",0,[],[],fromList []
"""SmsTemplate_Update_Model""","""template_Type""","""""",Array,"""""",1,[],[],fromList []
"""SmsTemplate_Update_Model""","""template_Name""","""""",String,"""""",1,[],[],fromList []
"""SmsTemplate_Update_Model""","""subject""","""""",String,"""""",1,[],[],fromList []
"""StaffAccount_Update_Details_Model""","""credential_level_id""","""""",String,"""uuid""",1,[],[],fromList []
"""StaffAccount_Update_Details_Model""","""status""","""StaffAccountStatusType""",Null,"""""",0,[],[],fromList []
"""StaffAccount_Update_Details_Model""","""staff_id""","""""",String,"""uuid""",0,[],[],fromList []
"""StaffAccount_Update_Details_Model""","""username""","""""",String,"""""",1,[],[],fromList []
"""StaffAccount_Update_Details_Model""","""role""","""StaffRoleType""",Null,"""""",0,[],[],fromList []
"""AddLogonHourItemModel""","""start_hours""","""TimeSpan""",Null,"""""",0,[],[],fromList []
"""AddLogonHourItemModel""","""end_hours""","""TimeSpan""",Null,"""""",0,[],[],fromList []
"""AddLogonHourItemModel""","""logonHours_setting_type""","""LogonHoursSettingType""",Null,"""""",0,[],[],fromList []
"""AddLogonHourItemModel""","""week""","""DayOfWeek""",Null,"""""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""errorMsg""","""""",String,"""""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""connectorId""","""""",String,"""uuid""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""end_Datetime""","""""",String,"""date-time""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""reasons""","""""",String,"""""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""created_Time""","""""",String,"""date-time""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""created_By""","""""",String,"""""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""updated_By""","""""",String,"""""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""invoice_Create_Datetime""","""""",String,"""date-time""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""invoice_Id""","""""",String,"""uuid""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""email_Id""","""""",String,"""uuid""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""creation_Status""","""CreationStatusType""",Null,"""""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""open_Datetime""","""""",String,"""date-time""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""updated_Time""","""""",String,"""date-time""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""staffId""","""""",String,"""uuid""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""creation_Method""","""OpenMethodType""",Null,"""""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""is_QuickUpload""","""""",Boolean,"""""",0,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""email_Opener""","""""",String,"""""",1,[],[],fromList []
"""FIFO_Invoice_Creation_Log_Model""","""tag_Id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""claim_status""","""InvoiceClaimStatusType""",Null,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""service_start_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""invoice_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""staff_id_list""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""date_and_time_submited""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""list_waiting_authorisation_invoices""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""client_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""standing_authority_status""","""StandingAuthorityStatusType""",Null,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""start_date""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""date_and_time_uploaded_end""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""created_time""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""plan_manager_staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""last_date_and_time_submitted_for_claim""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""authorisation_status_list""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""page""","""""",Integer,"""int32""",0,[],[],fromList []
"""Invoice_ListParameter""","""date_and_time_uploaded_start""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""status""","""InvoiceStatusType""",Null,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""order_By""","""Invoice_QueryOrderByType""",Null,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""date_and_time_authorised""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""invoice_total""","""""",Number,"""double""",1,[],[],fromList []
"""Invoice_ListParameter""","""uploaded_by""","""""",String,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""ready_to_be_paid""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""created_by""","""""",String,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""include60days""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""isExport""","""""",Boolean,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""current_user_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""updated_by""","""""",String,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""authorisation_status""","""InvoiceAuthorisationStatusType""",Null,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""is_has_notes""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""show_only_onhold""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""vendor_id_list""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""vendor_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""plan_manager_staff_id_list""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""client_ndis_no""","""""",String,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""has_claim_error""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""client_plan_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""claim_status_list""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""list_all""","""""",Boolean,"""""",0,[],[],fromList []
"""Invoice_ListParameter""","""tagIds""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""staff_id""","""""",String,"""uuid""",1,[],[],fromList []
"""Invoice_ListParameter""","""onhold_types""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""invoice_number""","""""",String,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""is_deleted""","""""",Boolean,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""client_id_list""","""""",Array,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""date_paid""","""""",String,"""date-time""",1,[],[],fromList []
"""Invoice_ListParameter""","""keyword""","""""",String,"""""",1,[],[],fromList []
"""Invoice_ListParameter""","""variance""","""Invoice_variance""",Null,"""""",0,[],[],fromList []
